NP_ChEMBL_ID,Target_ChEMBL_ID,Relationship,Assay_type,Activ_type,Activ_Value,Units,Activity_ID,Assay_ChEMBL_ID,Assay,Target,Organism,Reference_ID
CHEMBL9323,CHEMBL1741193,A,assay format,Potency,2511.9,nM,6633632,CHEMBL1794401,PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Chromobox protein homolog 1,Homo sapiens,CHEMBL1201862
CHEMBL418068,CHEMBL1293240,A,single protein format,IC50,32104.8,nM,5962548,CHEMBL1614066,"PUBCHEM_BIOASSAY: HTS fluorescence polarization-based dose response confirmatory screen for the Siah-1 primary assay utilizing an alternative fluorophore, fluorescein-labeled plectin. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1817, AID1826]",Plectin,Homo sapiens,CHEMBL1201862
CHEMBL418068,CHEMBL2219,A,assay format,IC50,19620,nM,3773727,CHEMBL1613949,"PUBCHEM_BIOASSAY: HTS Discovery of Chemical Inhibitors of HePTP, a Leukemia Target. Inhibition of phosphatase activity by colorimetric assay of released free phosphate (BioMol green). Secondary Screen (Class of assay: confirmatory)",Protein-tyrosine phosphatase LC-PTP,Homo sapiens,CHEMBL1201862
CHEMBL69863,CHEMBL2056,A,assay format,Potency,580.4,nM,5571132,CHEMBL1738091,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Potentiators. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL28626,CHEMBL2056,A,assay format,Potency,103.2,nM,5570272,CHEMBL1738091,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Potentiators. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL59,CHEMBL2056,A,assay format,Potency,82,nM,5570163,CHEMBL1738091,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Potentiators. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL103,CHEMBL2056,A,assay format,Potency,14125.4,nM,5508744,CHEMBL1738565,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Antagonists. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2056,A,assay format,Potency,8912.5,nM,5507816,CHEMBL1738565,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Antagonists. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2056,A,assay format,Potency,8912.5,nM,5507816,CHEMBL1738565,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Antagonists. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL59,CHEMBL2056,A,assay format,Potency,100,nM,5507823,CHEMBL1738565,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Antagonists. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL129795,CHEMBL2056,A,assay format,Potency,15848.9,nM,5978845,CHEMBL1737859,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Agonists. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL59,CHEMBL2056,A,assay format,Potency,251.2,nM,5978796,CHEMBL1737859,"PUBCHEM_BIOASSAY: HTS Assay for Allosteric Agonists of the Human D1 Dopamine Receptor: Primary Screen for Agonists. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488989, AID488993, AID488995]",Dopamine D1 receptor,Homo sapiens,CHEMBL1201862
CHEMBL165,CHEMBL1293304,I,single protein format,EC50,300000,nM,5021844,CHEMBL1613896,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of POS-1 Binding to mex-3-RNA. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Cytoplasmic zinc-finger protein,Caenorhabditis elegans,CHEMBL1201862
CHEMBL470881,CHEMBL1293304,I,single protein format,EC50,68553,nM,5021904,CHEMBL1613896,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of POS-1 Binding to mex-3-RNA. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Cytoplasmic zinc-finger protein,Caenorhabditis elegans,CHEMBL1201862
CHEMBL151,CHEMBL1293304,I,single protein format,EC50,60374,nM,5021351,CHEMBL1613896,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of POS-1 Binding to mex-3-RNA. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Cytoplasmic zinc-finger protein,Caenorhabditis elegans,CHEMBL1201862
CHEMBL418068,CHEMBL1293304,A,single protein format,EC50,29176,nM,5021033,CHEMBL1613896,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of POS-1 Binding to mex-3-RNA. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Cytoplasmic zinc-finger protein,Caenorhabditis elegans,CHEMBL1201862
CHEMBL522983,CHEMBL1293304,A,single protein format,EC50,15805,nM,5022620,CHEMBL1613896,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of POS-1 Binding to mex-3-RNA. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Cytoplasmic zinc-finger protein,Caenorhabditis elegans,CHEMBL1201862
CHEMBL297453,CHEMBL1293304,A,single protein format,EC50,5892,nM,5021611,CHEMBL1613896,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of POS-1 Binding to mex-3-RNA. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Cytoplasmic zinc-finger protein,Caenorhabditis elegans,CHEMBL1201862
CHEMBL165,CHEMBL1293319,I,single protein format,EC50,163131,nM,4291090,CHEMBL1614122,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of Mex-5 Binding to TCR-2. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Zinc finger protein mex-5,Caenorhabditis elegans,CHEMBL1201862
CHEMBL151,CHEMBL1293319,A,single protein format,EC50,31000,nM,4305839,CHEMBL1614122,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of Mex-5 Binding to TCR-2. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Zinc finger protein mex-5,Caenorhabditis elegans,CHEMBL1201862
CHEMBL418068,CHEMBL1293319,A,single protein format,EC50,21569,nM,4304682,CHEMBL1614122,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of Mex-5 Binding to TCR-2. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Zinc finger protein mex-5,Caenorhabditis elegans,CHEMBL1201862
CHEMBL522983,CHEMBL1293319,A,single protein format,EC50,14047,nM,4301462,CHEMBL1614122,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of Mex-5 Binding to TCR-2. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Zinc finger protein mex-5,Caenorhabditis elegans,CHEMBL1201862
CHEMBL470881,CHEMBL1293319,A,single protein format,EC50,834,nM,4291149,CHEMBL1614122,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of Mex-5 Binding to TCR-2. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Zinc finger protein mex-5,Caenorhabditis elegans,CHEMBL1201862
CHEMBL297453,CHEMBL1293319,A,single protein format,EC50,727,nM,4306934,CHEMBL1614122,"PUBCHEM_BIOASSAY: Fluorescent Polarization Homogeneous Dose Response HTS to Identify Inhibitors of Mex-5 Binding to TCR-2. (Class of assay: confirmatory) [Related pubchem assays: 1833 (Project Summary), 1832 (Primary HTS)]",Zinc finger protein mex-5,Caenorhabditis elegans,CHEMBL1201862
CHEMBL140,CHEMBL5804,A,cell-based format,IC50,8362,nM,6769450,CHEMBL1794460,"PUBCHEM_BIOASSAY: Fluorescence-based cell-based high throughput dose response assay for inhibitors of TLR9-MyD88 binding. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504734, AID504750, AID540250, AID540251]",Toll-like receptor 9,Homo sapiens,CHEMBL1201862
CHEMBL583912,CHEMBL1741192,I,assay format,AC50,380000,nM,7399248,CHEMBL1794349,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Secondary Screen to Identify Non-Covalent Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2223, AID489010, AID492950]",Replicative DNA helicase,Mycobacterium tuberculosis,CHEMBL1201862
CHEMBL306946,CHEMBL1741192,I,assay format,AC50,380000,nM,7209891,CHEMBL1794349,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Secondary Screen to Identify Non-Covalent Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2223, AID489010, AID492950]",Replicative DNA helicase,Mycobacterium tuberculosis,CHEMBL1201862
CHEMBL583912,CHEMBL1741192,I,assay format,AC50,380000,nM,6540273,CHEMBL1794324,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Secondary Screen to Identify Inhibitors of DnaB-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2223, AID489010, AID492950]",Replicative DNA helicase,Mycobacterium tuberculosis,CHEMBL1201862
CHEMBL306946,CHEMBL1741192,A,assay format,AC50,1078,nM,6555218,CHEMBL1794324,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Secondary Screen to Identify Inhibitors of DnaB-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2223, AID489010, AID492950]",Replicative DNA helicase,Mycobacterium tuberculosis,CHEMBL1201862
CHEMBL583912,CHEMBL1741171,I,assay format,EC50,380000,nM,6720460,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Protein RecA,Mycobacterium tuberculosis,CHEMBL1201862
CHEMBL306946,CHEMBL1741171,A,assay format,EC50,643,nM,6761608,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Protein RecA,Mycobacterium tuberculosis,CHEMBL1201862
CHEMBL28626,CHEMBL242,A,single protein format,IC50,2927.18,nM,4419447,CHEMBL1614377,"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]",Estrogen receptor beta,Homo sapiens,CHEMBL1201862
CHEMBL16901,CHEMBL4507,A,assay format,IC50,12022.64,nM,6468000,CHEMBL1794362,"PUBCHEM_BIOASSAY: Dose responses of compounds that inhibit the Choline Transporter (CHT) - 5 point CRC. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488975, AID488997, AID493221, AID493222]",High-affinity choline transporter,Homo sapiens,CHEMBL1201862
CHEMBL180920,CHEMBL4507,A,assay format,IC50,2886.57,nM,6462609,CHEMBL1794362,"PUBCHEM_BIOASSAY: Dose responses of compounds that inhibit the Choline Transporter (CHT) - 5 point CRC. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488975, AID488997, AID493221, AID493222]",High-affinity choline transporter,Homo sapiens,CHEMBL1201862
CHEMBL477,CHEMBL4507,A,assay format,IC50,570.65,nM,6466105,CHEMBL1794362,"PUBCHEM_BIOASSAY: Dose responses of compounds that inhibit the Choline Transporter (CHT) - 5 point CRC. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488975, AID488997, AID493221, AID493222]",High-affinity choline transporter,Homo sapiens,CHEMBL1201862
CHEMBL180920,CHEMBL4507,A,assay format,IC50,1703.9,nM,9971892,CHEMBL1794546,PUBCHEM_BIOASSAY: Dose responses of compounds that inhibit the Choline Transporter (CHT) - 10 point CRC. (Class of assay: confirmatory),High-affinity choline transporter,Homo sapiens,CHEMBL1201862
CHEMBL477,CHEMBL4507,A,assay format,IC50,199.53,nM,9971949,CHEMBL1794546,PUBCHEM_BIOASSAY: Dose responses of compounds that inhibit the Choline Transporter (CHT) - 10 point CRC. (Class of assay: confirmatory),High-affinity choline transporter,Homo sapiens,CHEMBL1201862
CHEMBL490355,CHEMBL4471,A,assay format,IC50,21700,nM,9542369,CHEMBL1964096,PUBCHEM_BIOASSAY: Dose Response validation of uHTS RPN11 inhibitor hits using a Thrombin Fluorescence Polarization assay. (Class of assay: confirmatory),Thrombin,Bos taurus,CHEMBL1201862
CHEMBL490355,CHEMBL333,I,assay format,IC50,100000,nM,10629761,CHEMBL1964000,PUBCHEM_BIOASSAY: Dose Response validation of uHTS RPN11 inhibitor hits using a MMP-2 Fluorescence assay. (Class of assay: confirmatory),Matrix metalloproteinase-2,Homo sapiens,CHEMBL1201862
CHEMBL187266,CHEMBL1795093,I,assay format,IC50,100000,nM,6430550,CHEMBL1794319,"PUBCHEM_BIOASSAY: Dose Response validation of Inhibitors of Apaf-1 using a Fluorescent Interference Counterscreen assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID489030, AID492945]",Apoptotic protease-activating factor 1,Homo sapiens,CHEMBL1201862
CHEMBL1235966,CHEMBL1795093,I,assay format,IC50,100000,nM,6428602,CHEMBL1794319,"PUBCHEM_BIOASSAY: Dose Response validation of Inhibitors of Apaf-1 using a Fluorescent Interference Counterscreen assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID489030, AID492945]",Apoptotic protease-activating factor 1,Homo sapiens,CHEMBL1201862
CHEMBL490355,CHEMBL1163105,A,assay format,EC50,424,nM,9715853,CHEMBL1794509,"PUBCHEM_BIOASSAY: Dose Response HTS singleplex for inhibitors of yeast efflux pump, specifically Cdr2 with Hit compounds from Cherry Pick1. (Class of assay: confirmatory)",Multidrug resistance protein CDR2,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),CHEMBL1201862
CHEMBL8739,CHEMBL4426,A,assay format,IC50,22300,nM,7366415,CHEMBL1794356,"PUBCHEM_BIOASSAY: Dose response counterscreen of uHTS hits for ATG4B inhibitors in a Phospholipase A2 assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504462, AID504475]",Phospholipase A2 group 1B,Homo sapiens,CHEMBL1201862
CHEMBL69863,CHEMBL1795096,I,assay format,EC50,99000,nM,7442945,CHEMBL1794327,"PUBCHEM_BIOASSAY: Dose response confirmation uHTS hits for MazEF TA System activators via a fluorescence-based single-stranded RNase assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504720, AID504743]",mRNA interferase MazF,Escherichia coli K-12,CHEMBL1201862
CHEMBL69863,CHEMBL1795096,I,assay format,EC50,99000,nM,7025550,CHEMBL1794531,"PUBCHEM_BIOASSAY: Dose response confirmation uHTS hits for MazEF TA System activators via a fluorescence-based single-stranded RNase assay counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504720, AID504743]",mRNA interferase MazF,Escherichia coli K-12,CHEMBL1201862
CHEMBL309490,CHEMBL1741194,I,assay format,IC50,100000,nM,5535927,CHEMBL1737869,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent tim10-1 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463216, AID493002]",Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,CHEMBL1201862
CHEMBL309490,CHEMBL1741194,A,assay format,IC50,35500,nM,5497335,CHEMBL1738512,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,CHEMBL1201862
CHEMBL309490,CHEMBL1741180,A,assay format,IC50,8560,nM,5785115,CHEMBL1738508,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",Mitochondrial import inner membrane translocase subunit TIM23,Saccharomyces cerevisiae S288c,CHEMBL1201862
CHEMBL180920,CHEMBL1741194,I,assay format,IC50,68300,nM,5980872,CHEMBL1737860,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,CHEMBL1201862
CHEMBL16901,CHEMBL1741194,A,assay format,IC50,48800,nM,5979734,CHEMBL1737860,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,CHEMBL1201862
CHEMBL140,CHEMBL1741194,A,assay format,IC50,19700,nM,5979682,CHEMBL1737860,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,CHEMBL1201862
CHEMBL490355,CHEMBL2007629,A,assay format,IC50,23800,nM,10572941,CHEMBL1963965,PUBCHEM_BIOASSAY: Dose response confirmation of uHTS RPN11 inhibitor hits in a Fluorescence Polarization assay. (Class of assay: confirmatory),26S proteasome non-ATPase regulatory subunit 14,Homo sapiens,CHEMBL1201862
CHEMBL40275,CHEMBL5979,I,assay format,IC50,100000,nM,5963611,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL1417159,CHEMBL5979,I,assay format,IC50,100000,nM,5963589,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL140,CHEMBL5979,I,assay format,IC50,100000,nM,5963506,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL490355,CHEMBL5979,I,assay format,IC50,52900,nM,5963595,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL5979,A,assay format,IC50,33200,nM,5963522,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL5979,A,assay format,IC50,33200,nM,5963522,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL583912,CHEMBL5979,A,assay format,IC50,407,nM,5963640,CHEMBL1738602,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Tissue Nonspecific Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,CHEMBL1201862
CHEMBL40275,CHEMBL3402,I,assay format,IC50,100000,nM,5663535,CHEMBL1738040,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL140,CHEMBL3402,I,assay format,IC50,100000,nM,5663454,CHEMBL1738040,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL490355,CHEMBL3402,I,assay format,IC50,67200,nM,5663522,CHEMBL1738040,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL40275,CHEMBL5573,I,assay format,IC50,100000,nM,5977690,CHEMBL1738679,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL140,CHEMBL5573,I,assay format,IC50,100000,nM,5977088,CHEMBL1738679,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL490355,CHEMBL5573,I,assay format,IC50,66300,nM,5977160,CHEMBL1738679,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS inhibitors of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL1417159,CHEMBL3151,I,assay format,IC50,100000,nM,5566826,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
CHEMBL490355,CHEMBL3151,A,assay format,IC50,19700,nM,5566832,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
CHEMBL140,CHEMBL3151,A,assay format,IC50,18700,nM,5559778,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
CHEMBL164,CHEMBL3151,A,assay format,IC50,12500,nM,5566758,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
CHEMBL164,CHEMBL3151,A,assay format,IC50,12500,nM,5566758,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
CHEMBL40275,CHEMBL3151,A,assay format,IC50,2880,nM,5566848,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
CHEMBL583912,CHEMBL3151,A,assay format,IC50,1360,nM,5566877,CHEMBL1738395,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits from a small molecule inhibitors of mouse intestinal alkaline phosphatase via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2806, AID2818]",Intestinal alkaline phosphatase,Mus musculus,CHEMBL1201862
