Index,canonical_smiles,True label,skin_toxicity,skin_toxicity_note,carcinogenicity,carcinogenicity_note,XGB_ECFP_prob,XGB_MACCS_prob,XGB_RDKIT_prob,BiLSTM_ECFP_prob,BiLSTM_MACCS_prob,BiLSTM_RDKIT_prob,sa_score,pass_ml,Predicted label,pass_toxicity,pass_sa_2,select_for_docking_sa2
9009,CCOC(=O)Nc1sc(=S)n(C)c1C,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.340519905,0.216129765,0.087677591,0.769671619,0.599793911,0.980574012,2.721622374,no,0,no,no,no
1822,CCCCn1c(=O)[nH]c2nc3cc(N)ccc3nc2c1=O,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.499681443,0.19583866,0.905743837,1.01E-05,0.149687752,0.44351691,2.465172173,no,0,yes,no,no
14063,COc1ccc(CCNC(=O)C(C)Sc2ccccc2)cc1OC,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.268044353,0.396002114,0.163124487,0.008626567,0.586948991,0.84037286,2.243519133,no,0,yes,no,no
8550,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1ccc(OCC(C)C)c(OC)c1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.192055076,0.170193776,0.019413892,0.000737669,0.196527109,0.004078033,2.166258604,no,0,no,no,no
8551,COc1ccc(Br)c(C(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.232620299,0.289927721,0.059194513,0.001008655,0.697470009,0.030430172,2.023932844,no,0,yes,no,no
8619,COc1ccc(C(=O)Nc2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.370121688,0.241081104,0.10525018,0.995580375,0.28349486,0.092125006,1.904143573,no,0,yes,yes,no
8620,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1ccc(F)cc1F,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.179646462,0.209647268,0.123990662,4.20E-05,0.557964921,0.069923855,2.019848423,no,0,yes,no,no
5169,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccc([N+](=O)[O-])cc2)n1,1,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.879697204,0.862040937,0.840604722,0.999994934,0.541282475,0.900653124,2.760779073,yes,1,no,no,no
5509,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccccc2F)n1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.849199533,0.665684342,0.713106215,0.999979556,0.94542104,0.90866673,2.725201729,yes,1,no,no,no
5946,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccc(N)cc2)n1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.747609615,0.687993944,0.668570697,0.999944925,0.786481678,0.899786353,2.744194599,yes,1,no,no,no
6148,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccc(S(N)(=O)=O)cc2)n1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.718866765,0.852045119,0.842012465,0.999997556,0.9811728,0.916962385,2.780101284,yes,1,yes,no,no
14463,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccc(Cl)c2)n1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.428070128,0.565687895,0.330468833,0.999611855,0.84008199,0.928406954,2.710416738,no,0,no,no,no
14607,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccc(O)cc2)n1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.678173125,0.432365656,0.317563653,0.999995232,0.855326891,0.935006976,2.725237188,no,0,yes,no,no
14655,COc1ccc(CCNc2nccc(/C(C#N)=C3\Nc4ccccc4S3)n2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.57710284,0.432459444,0.238997325,0.999997795,0.826858938,0.911489367,2.643347093,no,0,yes,no,no
14886,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccc(F)c2)n1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.566640794,0.605901062,0.456075877,0.999559581,0.965060294,0.902854919,2.715200415,no,0,no,no,no
6254,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCC3)CC2)c(C)c1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.841642678,0.877418399,0.913766563,0.999977112,0.992653072,0.920582592,2.025041196,yes,1,no,no,no
9015,Cc1onc(-c2ccccc2)c1C(N)=O,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.276515365,0.230780065,0.092890806,0.001392245,0.082481325,0.008107615,1.916358394,no,0,no,yes,no
9131,COCCCNC(=O)c1c(-c2ccccc2)noc1C,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.182960391,0.197965384,0.022657603,0.00823299,0.348476917,0.008812054,1.927123083,no,0,no,yes,no
9701,CCCCOCCCNC(=O)c1c(-c2ccccc2)noc1C,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.261797875,0.180398598,0.023119006,0.95356673,0.141878903,0.007382901,2.036174738,no,0,no,no,no
13579,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N1Cc1nnc(-c2ccccc2Br)o1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.263356596,0.224159047,0.082019195,0.094854452,0.219375789,0.390070379,2.989656149,no,0,yes,no,no
5554,COc1ccc2cc(C(=O)NC3CCN(C(C)=O)CC3)cnc2c1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.761247873,0.53583765,0.7682693,0.997301638,0.110838309,0.974489331,2.067372849,no,0,no,no,no
5846,COc1ccc2cc(C(=O)NC3CCN(S(C)(=O)=O)CC3)cnc2c1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.80094862,0.65235132,0.846131802,0.999941766,0.125174284,0.97384125,2.169691236,no,0,no,no,no
14804,COc1ccc2cc(C(=O)NC3CCNCC3)cnc2c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.811161101,0.542569995,0.711209536,0.999817669,0.880946159,0.903272986,2.130229749,yes,1,yes,no,no
6282,CCCCCCCCc1ccc(OCC(=O)Cn2nnc3cc(C(=O)O)ccc32)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.653424919,0.46972844,0.826245427,0.888776541,0.105928212,0.012218637,2.306371465,no,0,yes,no,no
6417,CCCCCCCCc1ccc(OCC(=O)Cn2nnc3ccc(C(=O)O)cc32)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.553661227,0.46972844,0.86739713,0.146073073,0.105928212,0.006582418,2.333304568,no,0,yes,no,no
14802,CCCCCCCCc1ccc(OCC(=O)Cn2nnc3ccccc32)cc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.325090557,0.158360392,0.165354043,0.017288078,0.173074797,0.004214739,2.14969141,no,0,no,no,no
6004,CC(=O)N1CCN(c2ccc(Nc3ncc(C)c(N4CCC5(CCNC5=O)CC4)n3)cc2)CC1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.939956725,0.945490777,0.987138689,0.999994636,0.941046476,0.999893963,3.210328904,yes,1,no,no,no
4253,O=C(Cc1ccc(Cl)cc1Cl)OCC(=O)N1CCN(C(=O)c2ccco2)CC1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.53644383,0.295530289,0.676772892,3.65E-06,0.123392738,0.090337694,2.181595081,no,0,no,no,no
4441,O=C1C(=O)N(Cc2cccs2)c2ccccc21,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.410172284,0.283088654,0.911655962,0.987273991,0.03360635,0.675846159,1.958323411,no,0,no,yes,no
11290,c1ccc(Cn2nnnc2C(c2ccccn2)N2CCOCC2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.067137815,0.008901993,0.007946542,2.37E-06,0.00236045,0.003001355,2.709673692,no,0,yes,no,no
1649,C/C(=N\NC(=O)COc1ccc(C(C)(C)C)cc1)c1cc2ccccc2o1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.611302853,0.742737234,0.875409842,0.024641247,0.883411109,0.13908571,2.194413614,no,0,yes,no,no
12632,CCCC(=O)Nc1ccc(NC(=O)C2CC2)cn1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.144041136,0.024505638,0.021784363,0.000124183,0.000229017,5.47E-05,1.860217888,no,0,no,yes,no
2938,BrC(=C\c1ccccc1)/C=N/n1cnnc1,1,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.867857993,0.888512194,0.792069733,0.999432206,0.999541581,0.998876095,2.869179899,yes,1,no,no,no
12218,Cc1nnc(C)n1/N=C/C=C/c1ccccc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.458298266,0.437424928,0.231222197,0.99999702,0.739678562,0.999180853,2.517894525,no,0,no,no,no
11054,COCCNC(=O)CN(C(=O)CCC(=O)Nc1cc(C)on1)c1ccc(C)cc1C,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.114791825,0.079646133,0.101169311,0.154133961,0.54185605,0.002225988,2.464999149,no,0,no,no,no
11517,COCCNC(=O)CN(C(=O)CCC(=O)Nc1cc(C)on1)c1cccc(C)c1C,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.068592168,0.079646133,0.063103728,1.53E-05,0.54185605,0.002384989,2.492074218,no,0,no,no,no
2445,CN(C)/C=C(\C=N\OCc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(Cl)c(Cl)c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.817547679,0.907954693,0.924934387,0.999999702,0.93884176,0.933841765,2.77093182,yes,1,yes,no,no
10696,CC(C)CC(c1nnnn1Cc1ccco1)N1CCN(c2cccc(Cl)c2)CC1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.092146941,0.044254418,0.02897458,6.97E-06,0.016435707,0.002586,2.906776234,no,0,no,no,no
4574,Cc1sc2ncnc(N(C)C3CCCCC3)c2c1C,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.650740564,0.549915969,0.971289754,0.999832988,0.48172754,0.972987413,2.437246379,no,0,no,no,no
8701,CC12COC3(C(=O)Nc4cccnc4)CC1CCC32C,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.447069019,0.204157904,0.074888654,0.991595328,0.00563164,0.810394347,4.944306415,no,0,no,no,no
14703,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2cc(-c3ccc(-c4ccccc4)cc3)c(O)cc12,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.441993654,0.569311559,0.074070618,0.486197144,0.835148454,0.037352752,2.42716829,no,0,yes,no,no
124,COc1ccc(OC)c(C2C3=C(CCCC3=O)Nc3c2c(=O)n(C)c(=O)n3C)c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.410837978,0.466062576,0.86139214,4.89E-07,0.072953582,0.179178655,3.090303377,no,0,yes,no,no
11594,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)C,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.137727812,0.101110078,0.040514559,4.54E-07,0.02142985,0.002111319,3.225618636,no,0,yes,no,no
11610,COC(=O)CNC(=O)C1CCCN1C(=O)OC(C)(C)C,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.095089488,0.161857784,0.045363009,5.13E-07,0.127807125,0.001643406,2.48790653,no,0,no,no,no
13698,Cc1ccc(NC(=O)NC(=O)CN2C(=O)NC3(CCc4ccccc43)C2=O)c(C)c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.344577402,0.130695,0.109542012,0.999590874,0.126429215,0.59433943,3.203787867,no,0,yes,no,no
7374,CC(C)=CCC[C@@]1(C)C=Cc2cc3c(cc2O1)O[C@H](c1ccc(O)cc1)CC3=O,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.963025093,0.997760296,0.996821404,0.999999881,1,0.999986708,3.744279905,yes,1,yes,no,no
15467,CC(C)c1ccc(NS(=O)(=O)c2ccc3[nH]cc(C(=O)N4CCC(C(N)=O)CC4)c(=O)c3c2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.29758805,0.677093625,0.327622533,0.809647858,0.725560844,0.501150012,2.417973381,no,0,yes,no,no
15330,O=C(Nc1ccc(Nc2ccccc2)cc1)C1CC1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.223883122,0.265058279,0.136750981,0.898578525,0.118510969,0.000235493,1.461583489,no,0,no,yes,no
14095,CCOc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(CC)C(=O)NC2CCCC2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.118634962,0.281693399,0.054869287,0.000470822,0.762162387,0.036353532,3.084341045,no,0,yes,no,no
12145,COc1ccccc1N(CC(=O)NC1CCCC1)C(=O)c1csnn1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.0962127,0.06957075,0.023141745,0.000102838,0.022498239,0.044287264,2.455385852,no,0,no,no,no
15650,CCN(CC)CCNC(=O)C(C(=O)c1ccccc1)n1ccccc1=O,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.170632765,0.237314925,0.035039414,3.37E-06,0.291060597,0.00321588,2.760232455,no,0,no,no,no
9070,N#CC1=C(N)Oc2n[nH]c(-c3ccccc3)c2C1c1ccncc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.222686648,0.335833937,0.016998602,3.60E-06,0.735595763,0.073921055,2.974574996,no,0,no,no,no
9865,COc1ccc(-c2[nH]nc3c2C(c2ccncc2)C(C#N)=C(N)O3)cc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.241229028,0.285905272,0.020659771,0.000610594,0.568132699,0.097628601,2.995952868,no,0,no,no,no
12782,N[C@@H](Cc1ccccc1)c1nnc2sc(SCc3ccccc3)nn12,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.12057659,0.221669346,0.042008612,7.53E-07,0.271595567,0.004148908,2.768738715,no,0,no,no,no
12277,Cc1ccc2c(c1)N(CC(=O)c1cccc(Cl)c1)C(=O)C(C)O2,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.271344364,0.173450485,0.069203481,0.020985968,0.113140553,0.049104586,2.546717604,no,0,no,no,no
13896,Cc1noc2c(Cc3ccc([N+](=O)[O-])cc3)nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c12,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.085745081,0.262870044,0.034450304,6.07E-05,0.646109104,0.49811396,2.841103218,no,0,no,no,no
13897,COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c3c(C)noc23)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.094265379,0.063503623,0.018367179,1.62E-06,0.10641697,0.159598738,2.73096396,no,0,yes,no,no
13899,Cc1noc2c(Cc3ccccc3)nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c12,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.135482907,0.079987556,0.017862402,1.93E-05,0.128531337,0.10377834,2.690279088,no,0,no,no,no
8798,O=C(c1c(Cl)cccc1Cl)N1CCCCCC1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.324567586,0.091478147,0.240792513,0.762010574,0.027498769,0.07364358,1.754469466,no,0,yes,yes,no
2822,O=C1N(c2ccccc2)C[C@@H]2C[C@@H](c3cc4ccccc4o3)N3CCC[C@@]123,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.683682323,0.373829931,0.882269442,0.999972999,0.202593699,0.140503868,4.012212098,no,0,no,no,no
11135,COc1ccc(CCNc2oc(COc3ccccc3F)nc2C#N)cc1OC,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.319298416,0.073510922,0.045388527,0.993355095,0.004613254,0.007706572,2.398398564,no,0,yes,no,no
15659,CC(C)(C)OC(=O)NCCc1nnc(SCc2ccc(Cl)cc2Cl)o1,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.262005508,0.091234691,0.058672868,0.001059399,0.089152135,0.108305499,2.366417791,no,0,no,no,no
5551,Cc1c(C(C)C)c(=O)on1C(=O)N1CCC(C(=O)c2ccccc2)CC1,1,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.924770117,0.983056068,0.997501194,0.999998391,0.999781966,0.999994874,2.568975643,yes,1,no,no,no
741,N#C[C@H]1[C@H](c2ccccc2C2=CCCCC2)[C@@H](CO)N1S(=O)(=O)c1ccccc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.830405533,0.971606195,0.967602313,0.999970973,0.999999762,0.999328673,3.591364483,yes,1,yes,no,no
1741,COc1ccc(Br)cc1/C=c1\sc2nc(-c3ccco3)nn2c1=O,1,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.880833924,0.832423985,0.900099218,0.999858618,0.890597165,0.037236288,2.493558556,no,0,no,no,no
7172,CC(=O)OCC1=C2CC(=O)OC(C)(C)C2=CC(=O)[C@]2(C)[C@@H]3C(=O)[C@@H](C)O[C@@H]4OC(=O)[C@](C)(C[C@@H]12)[C@@H]43,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.878069043,0.998851776,0.998214126,0.999907374,1,0.999998569,5.467789397,yes,1,yes,no,no
7173,CC(C)CC(=O)OCC1=C2CC(=O)OC(C)(C)C2=CC(=O)[C@]2(C)[C@@H]3C(=O)[C@@H](C)O[C@@H]4OC(=O)[C@](C)(C[C@@H]12)[C@@H]43,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.945677459,0.998851776,0.998298824,0.999999702,1,0.999998569,5.451016673,yes,1,yes,no,no
7174,C[C@H]1O[C@@H]2OC(=O)[C@]3(C)C[C@H]4C(CO)=C5CC(=O)OC(C)(C)C5=CC(=O)[C@]4(C)[C@H](C1=O)[C@H]23,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.944866955,0.999218106,0.998143554,0.99999994,1,0.999998689,5.537348594,yes,1,yes,no,no
4996,N#Cc1c(C2CCCNC2)cc(-c2c(O)cccc2OCC2CCCCC2)nc1N,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.865496159,0.850902319,0.88025564,0.998776555,0.72468096,0.968708813,3.270613708,yes,1,no,no,no
9278,N#CC1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccs1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.508677542,0.263624936,0.060340073,8.46E-06,0.17630896,0.341145158,3.474035088,no,0,no,no,no
2706,O=C(Oc1ccccc1C(=O)Nc1ccccc1)c1ccccc1Br,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.678750336,0.881748796,0.890096843,0.56728375,0.888982892,0.875019848,1.699605082,yes,1,yes,yes,yes
13008,C=CCN1CC(c2nc3ccccc3n2CCOc2ccccc2)CC1=O,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.132386193,0.27121827,0.042055298,2.93E-05,0.46583569,0.111144505,2.732587553,no,0,no,no,no
1082,O=C(CSc1ncn(-c2ccccc2)n1)Nc1ccc2c(c1)OCCO2,1,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.400680929,0.255983114,0.732315242,0.000103998,0.050919339,0.007436988,2.227203515,no,0,no,no,no
14645,Cc1ccc(S(=O)(=O)c2c(COC(=O)c3ccccc3Cl)c(-c3ccccc3)nn2C)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.486047328,0.53430438,0.074627101,0.998720527,0.973517597,0.161915526,2.371731368,no,0,yes,no,no
1601,O=C(CSc1nnc(-c2ccncc2)n1Cc1ccco1)Nc1nc(-c2ccccc2)cs1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.307079613,0.071094498,0.578831196,2.20E-07,0.016527416,0.272613198,2.382109177,no,0,no,no,no
12187,Nc1ccc(C(=O)OCc2nc3ccccc3[nH]2)cc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.359601498,0.497999966,0.151997641,0.999603331,0.633841813,0.000476157,1.912223222,no,0,no,yes,no
1463,COc1ccc(-c2nc3cnccn3c2NC(C)(C)CC(C)(C)C)cc1O,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.714057684,0.847897172,0.916707993,0.999993265,0.771253824,0.934769273,2.700794985,yes,1,yes,no,no
6450,CN1CCN(Cc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.942165673,0.920860708,0.979584038,0.999999702,0.88350898,0.995067716,2.669534988,yes,1,yes,no,no
1927,NS(=O)(=O)c1ccc(N/N=C/c2ccc3c(c2)OCO3)c([N+](=O)[O-])c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.939703822,0.898289263,0.952871084,0.999998391,0.911807656,0.999949336,2.370480247,yes,1,yes,no,no
43,O=C(Nc1c(-c2ccccc2)nc2ccccn12)c1ccco1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.541924834,0.383102238,0.861449122,0.642921567,0.211011857,0.069824129,2.083742262,no,0,yes,no,no
10270,Cc1cc(N2CCN(c3ccccc3)CC2)nc(-c2ccccc2)n1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.204526767,0.297276706,0.148849607,0.023159398,0.488249093,0.075583391,1.85653502,no,0,no,yes,no
10325,CS(=O)(=O)N(CC(=O)N1CCCCCC1)c1ccc(Br)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.21923399,0.049858168,0.006725391,0.000125218,0.197661087,5.55E-05,2.047546812,no,0,yes,no,no
7742,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.956506371,0.991549611,0.99535358,0.999998391,0.999988258,0.999955118,3.698437315,yes,1,yes,no,no
7754,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.939932048,0.992905736,0.988607466,0.99973464,0.999996245,0.999335468,3.853047968,yes,1,yes,no,no
15611,Cc1cc(C)nc(N(C#N)CC(=O)N2CCC(C(N)=O)CC2)n1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.189308584,0.053854868,0.008340691,3.80E-05,0.223930374,0.000120964,2.772489224,no,0,no,no,no
218,Cc1ccc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.317235798,0.325699329,0.60648483,0.244008064,0.267375499,0.33248499,1.575224456,no,0,no,yes,no
1064,O=C(c1ccccc1)N1CCN(c2ccccc2F)CC1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.431714535,0.268230945,0.430274397,0.9350425,0.215418726,0.006293509,1.553764427,no,0,yes,yes,no
1066,O=C(c1ccccc1F)N1CCN(c2ccccc2F)CC1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.407505691,0.268230945,0.760620117,0.980837584,0.215418726,0.030647123,1.68769039,no,0,yes,yes,no
10496,COc1ccccc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.210275337,0.353966922,0.289807409,0.000235962,0.539695859,0.82285744,1.69752299,no,0,yes,yes,no
11533,Cc1ccc(C)c(N2CCN(C(=O)c3ccccc3Br)CC2)c1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.369515032,0.342503667,0.145668119,0.000440625,0.118562229,0.178797185,1.830533856,no,0,no,yes,no
13801,CC(C)N(C(=O)COC(=O)c1ccccc1C(=O)N1CCN(c2ccc(F)cc2)CC1)C(C)C,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.389583975,0.194922253,0.061873727,0.999475121,0.04122578,0.173529044,2.272258997,no,0,yes,no,no
14967,COc1ccc(N2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.361253619,0.143775091,0.177076414,0.993070185,0.199792221,0.009693168,1.767683441,no,0,yes,yes,no
15260,COc1cc(OC)cc(C(=O)N2CCN(c3ccccc3F)CC2)c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.441875875,0.226994619,0.130409673,0.999885678,0.266636252,0.00187701,1.85126012,no,0,yes,yes,no
9485,O=S(=O)(NC1CCN(Cc2ccccc2)CC1)c1cccc(S(=O)(=O)N2CCOCC2)c1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.229338974,0.037407503,0.015270749,0.000211265,0.021051778,0.003888466,2.189910739,no,0,no,no,no
697,O=C(c1ccc(F)cc1)N1C[C@@H]2N[C@H](C1)C2c1ccc(/C=C/c2ccccc2)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.958376348,0.983628154,0.967549443,0.99999994,0.999998689,0.991956115,3.908070443,yes,1,yes,no,no
8016,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.978772879,0.991866767,0.984580159,0.99999994,1,0.999996841,6.715090538,yes,1,yes,no,no
9406,COCCCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCCc1ccccc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.033193577,0.107329085,0.008527217,7.29E-07,0.155078411,0.02730326,2.379720367,no,0,no,no,no
